x,y,label
-1.972388541055021,2.2327835300396771e-05,-1
-1.724426741058428,2.2335418985421707e-05,-1
-1.4764793538472682,2.2342618159003583e-05,-1
-1.2285464936024595,2.2349435521870886e-05,-1
-0.98062829046640276,2.2355874477236488e-05,-1
-0.73272480138282381,2.2361936434100284e-05,-1
-0.48483614633566191,2.2367624769274677e-05,-1
-0.23696234837850552,2.2372941951104195e-05,-1
0.010896383527448995,2.2377891329303737e-05,-1
0.25873997429915269,2.2382475246421542e-05,-1
0.50656837239070185,2.2386696505278388e-05,-1
0.75438146707055409,2.2390557064652725e-05,-1
1.002179223853789,2.2394060052244698e-05,-1
1.2499615907745087,2.2397208370391748e-05,-1
1.4977285264811431,2.2400009133958539e-05,-1
1.7454799550916071,2.2402461326410436e-05,-1
1.9932158891865355,2.2404567174336364e-05,-1
2.2409363024878557,2.2406332133203233e-05,-1
2.4886409060923769,2.2407765094042141e-05,-1
2.7363297065578513,2.2408867439150423e-05,-1
2.9840025725632255,2.2409642928066266e-05,-1
-3.0515258193825101,2.2410094901704565e-05,-1
-2.8038847646256491,2.24102287464233e-05,-1
-2.5562597454156544,2.2410048953782421e-05,-1
-2.3086509940523539,2.2409556598824683e-05,-1
-2.0610585251463656,2.2408755667983259e-05,-1
-1.8134823688192898,2.2407650801669199e-05,-1
-1.5659225799762879,2.2406246823056519e-05,-1
-1.3183792308512048,2.2404548241409276e-05,-1
-1.0708523646523536,2.2402558117172212e-05,-1
-0.8233420453183713,2.2400281219589278e-05,-1
-0.57584830161393341,2.2397721541835645e-05,-1
-0.32837113755539532,2.2394883477426748e-05,-1
-0.080910451645663198,2.2391772150611885e-05,-1
0.16653347919006231,2.2388393216185348e-05,-1
0.41396067451974017,2.2384751863193965e-05,-1
0.66137113710218709,2.2380854580100148e-05,-1
0.90876470487650518,2.2376705022417438e-05,-1
1.1561413322361567,2.2372308826447947e-05,-1
1.4035009368815941,2.236766927431008e-05,-1
1.6508434896329021,2.2362789908981385e-05,-1
1.8981689649562752,2.2357676686349986e-05,-1
2.1454773300388097,2.2352334795502186e-05,-1
2.3927686170700118,2.2346768205507208e-05,-1
2.6400428307300849,2.2340982693875115e-05,-1
2.8872998307757491,2.2334985014583699e-05,-1
3.1345395959675764,2.232878011701683e-05,-1
-2.9014233831041816,2.2322371837896781e-05,-1
-2.6542182293569354,2.2315766791188466e-05,-1
-2.4070302186486017,2.2308972536328248e-05,-1
-2.1598594771825739,2.2301993436935737e-05,-1
-1.912706041572285,2.2294834177868664e-05,-1
-1.6655699087268909,2.2287500132097698e-05,-1
-1.4184510542775004,2.227999602175974e-05,-1
-1.1713495649602095,2.2272333715034677e-05,-1
-0.92426551527657075,2.226451809176144e-05,-1
-0.67719868181224141,2.2256549422499055e-05,-1
-0.4301490049054118,2.2248435228263413e-05,-1
-0.18311663323039554,2.2240184059183178e-05,-1
0.063898438815115338,2.2231802318972647e-05,-1
0.31089601458924632,2.2223294907508153e-05,-1
0.55787610400844734,2.221466610762857e-05,-1
0.80483887477347382,2.2205923489305316e-05,-1
1.0517843504261064,2.2197073790583454e-05,-1
1.2987125370965544,2.2188123864234131e-05,-1
1.5456234294305067,2.217907683000709e-05,-1
1.7925170807382591,2.2169939306431451e-05,-1
2.039393526997094,2.2160718195136783e-05,-1
2.2862527204180516,2.2151421769336387e-05,-1
2.5330947281620979,2.2142054497288107e-05,-1
2.7799196664591617,2.2132621674292558e-05,-1
3.0267275027417599,2.2123130045110404e-05,-1
-3.0096669049989644,2.2113585783320708e-05,-1
-2.7628926955988971,2.2103997734602736e-05,0
-2.5161354625641521,2.2094369362261461e-05,0
-2.2693950467796919,2.2084707656868719e-05,0
-2.0226713531258405,2.2075019293411491e-05,0
-1.7759643024194274,2.2065309653134863e-05,0
-1.5292737962718554,2.2055589197970071e-05,0
-1.282599793969279,2.204586425717534e-05,0
-1.0359422605980815,2.2036141641900418e-05,0
-0.78930108378765118,2.202642607892954e-05,0
-0.54267615671847369,2.2016723800553466e-05,0
-0.29606735856758554,2.2007041310412557e-05,0
-0.049474604252994048,2.1997385470728829e-05,0
0.19710220551762625,2.1987762925918687e-05,0
0.44366317543829059,2.1978180240752335e-05,0
0.69020835533108604,2.1968642662195311e-05,0
0.93673793796633542,2.1959157595444593e-05,0
1.1832520575406558,2.1949731959024976e-05,0
1.4297508351712513,2.1940371031184804e-05,0
1.6762343800409947,2.1931087986749076e-05,0
1.9227028290855055,2.1921883040409497e-05,0
2.1691563165547469,2.1912763524481697e-05,0
2.4155949621700872,2.1903736265323039e-05,0
2.6620189881175675,2.1894806504225085e-05,0
2.9084286224602329,2.188598076610731e-05,0
-3.1283613453028773,2.1877266297481679e-05,0
-2.8819801452227027,2.186866955588189e-05,0
-2.635612897770462,2.1860197085009676e-05,0
-2.3892593291334956,2.1851857615537795e-05,0
-2.1429193918185647,2.1843655399415136e-05,0
-1.8965928737416946,2.1835598424393592e-05,0
-1.6502796229488248,2.1827690043122715e-05,0
-1.4039794031073352,2.1819935153965602e-05,0
-1.1576919629058799,2.1812340247260173e-05,0
-0.91141713959688719,2.180491415213324e-05,0
-0.66515484988877416,2.1797664517318421e-05,0
-0.41890478574090434,2.1790594706067689e-05,0
-0.17266665321926492,2.178371008639403e-05,0
0.073559779603284844,2.1777016802380036e-05,0
0.31977497252802728,2.1770522790848108e-05,0
0.56597899105319505,2.1764234154365453e-05,0
0.81217198919252676,2.1758155573010723e-05,0
1.0583542213563963,2.1752292435856683e-05,0
1.304525964068677,2.1746651153373051e-05,0
1.5506874755046864,2.1741235397605055e-05,0
1.7968390449546245,2.1736051705945528e-05,0
2.0429809296501005,2.1731106705352022e-05,0
2.2891133860449946,2.1726405933985246e-05,0
2.5352367993929859,2.1721952945341704e-05,0
2.781351412694963,2.171775437226013e-05,0
3.0274574626071096,2.1713815825901637e-05,0
-3.0096300594027499,2.171014223980637e-05,0
-2.7635400911874028,2.1706740022227255e-05,0
-2.5174578033841097,2.1703613140177355e-05,0
-2.2713829626573241,2.1700763971758447e-05,0
-2.0253151257038491,2.1698200170615605e-05,0
-1.7792540174657592,2.1695922658675022e-05,0
-1.5331992637889935,2.1693940197848897e-05,0
-1.2871505849470595,2.169225892043886e-05,0
-1.0411076751952519,2.1690881989118215e-05,0
-0.79507015553032923,2.1689811987506498e-05,0
-0.54903760091718545,2.1689052481378366e-05,0
-0.3030097835000683,2.1688609428622055e-05,0
-0.056986317956085844,2.1688486614665243e-05,0
0.18903307754288753,2.1688687777764598e-05,0
0.4350488668567189,2.1689217425642376e-05,0
0.68106138060271038,2.169007957583808e-05,0
0.92707094558692249,2.1691277450803105e-05,0
1.1730779174655754,2.1692813949553359e-05,0
1.4190826967586181,2.1694696207716995e-05,0
1.6650856154299249,2.1696924112055243e-05,0
1.9110870149741721,2.1699503342558836e-05,0
2.1570873902511742,2.170243215258058e-05,0
2.4030870448910004,2.1705717106569916e-05,0
2.6490863563129641,2.1709361126692699e-05,0
2.8950855989515083,2.171336745085902e-05,0
3.1410851586521589,2.1717737665138058e-05,0
-2.8960998429915668,2.1722473526926481e-05,0
-2.6500982965266284,2.1727578023162263e-05,0
-2.404095088703043,2.1733054469700153e-05,0
-2.1580898830664812,2.1738904155034172e-05,0
-1.9120822768313543,2.1745128843415696e-05,0
-1.6660718492070923,2.1751731112979686e-05,0
-1.420058188622052,2.1758713121360554e-05,0
-1.1740408851850621,2.1766077105574659e-05,0
-0.92801959314757554,2.1773826814914836e-05,0
-0.68199403764667899,2.1781965193775331e-05,0
-0.43596385641827951,2.1790492263602829e-05,0
-0.18992858897927792,2.1799407706672946e-05,0
0.056111916344578086,2.1808711507716041e-05,0
0.30215847338883917,2.181840483104775e-05,0
0.54821135370387641,2.1828487910134365e-05,0
0.79427102770939828,2.1838962602534364e-05,0
1.0403379496441028,2.184983256500773e-05,0
1.2864124271567017,2.1861096866200922e-05,0
1.5324948407248871,2.1872751690270453e-05,0
1.7785856505378383,2.1884798449488281e-05,0
2.0246851869208609,2.1897242455585296e-05,0
2.2707938946446768,2.1910081074397804e-05,0
2.5169120709109003,2.1923316155204664e-05,0
2.7630400459808153,2.1936947227904238e-05,0
3.0091783544426076,2.1950972720458199e-05,0
-3.0278579528363587,2.1965392784898587e-05,0
-2.7816979784328124,2.1980206362159602e-05,0
-2.5355265692359659,2.1995413411371571e-05,0
-2.2893432730046674,2.2011015806176995e-05,0
-2.0431478931930358,2.2027008116562887e-05,0
-1.7969400250530376,2.2043387710713129e-05,0
-1.5507192262167153,2.2060152014627193e-05,0
-1.3044850867915074,2.2077303362385165e-05,0
-1.058237203072862,2.2094839897863168e-05,0
-0.81197531032402281,2.211276341105533e-05,0
-0.56569910237965915,2.2131072011677422e-05,0
-0.31940815579130666,2.2149762490509169e-05,0
-0.073102048089291119,2.216883293073917e-05,0
0.17321937933239737,2.2188281073049904e-05,0
0.41955657652025363,2.2208104556191784e-05,0
0.6659098886920124,2.2228300807671437e-05,0
0.91227973108717475,2.2248869193597205e-05,0
1.1586663544673366,2.2269803833190738e-05,0
1.4050701657565867,2.2291104569935292e-05,0
1.6514915276452189,2.2312765148224029e-05,0
1.8979308001574391,2.233478661751492e-05,0
2.1443882240271814,2.235716982071859e-05,0
2.3908640292686365,2.2379912283133636e-05,0
2.6373585326371707,2.2403009448309331e-05,0
2.8838719967882342,2.242645773107712e-05,0
3.1304048786401202,2.2450253216696455e-05,0
-2.9062278584764485,2.2474393349477853e-05,0
-2.6596554525967018,2.2498873586328537e-05,0
-2.4130628754428947,2.2523690255083378e-05,0
-2.1664497634695121,2.2548841879169667e-05,0
-1.9198158512178729,2.2574326711773339e-05,0
-1.6731609335567144,2.2600141433421046e-05,0
-1.4264848009263713,2.2626280632185472e-05,0
-1.1797871416877368,2.2652735898361582e-05,0
-0.93306776827432536,2.2679506820190404e-05,0
-0.68632639203490586,2.2706587588744522e-05,0
-0.43956261219542891,2.2733972440177117e-05,0
-0.19277627217455046,2.2761658846610167e-05,0
0.054032899711116557,2.2789642731012105e-05,0
0.30086530107679543,2.2817921543713513e-05,0
0.54772080383542865,2.284648783185926e-05,0
0.79459980845844447,2.287533860096735e-05,0
1.0415025885524967,2.2904471306951602e-05,0
1.2884293180809814,2.2933880622925837e-05,0
1.535380202477282,2.2963562865734927e-05,0
1.7823554342181167,2.2993513054995784e-05,0
2.0293552221479905,2.3023725997632898e-05,0
2.2763797286181657,2.3054198232982736e-05,0
2.5234292226855084,2.3084923635253978e-05,0
2.7705038727414535,2.3115898677926598e-05,0
3.0176035362724312,2.3147119884311175e-05,0
-3.018456838539779,2.3178580225334739e-05,0
-2.7713064103918601,2.3210273920289439e-05,0
-2.5241302662328651,2.3242196163041186e-05,0
-2.2769281816925688,2.3274343906853964e-05,0
-2.0297000293322798,2.3306713699633257e-05,0
-1.7824457547242476,2.3339297382695073e-05,0
-1.5351652066163775,2.3372087461746073e-05,0
-1.2878582625098602,2.3405082766511161e-05,0
-1.0405247986747541,2.3438276745300868e-05,0
-0.7931645139779594,2.3471660036168254e-05,0
-0.5457774296046457,2.3505231910327462e-05,0
-0.29836339867401346,2.3538986842087902e-05,0
-0.050922354549823814,2.357291996227623e-05,0
0.19654563846444761,2.3607024951277162e-05,0
0.44404069440832805,2.3641294608494128e-05,0
0.69156318836707487,2.3675727224200963e-05,0
0.9391130727179493,2.3710315568710487e-05,0
1.1866904295111371,2.3745053954245809e-05,0
1.4342953509719658,2.3779938484137229e-05,0
1.6819279055264149,2.3814961466427656e-05,0
1.929588218670194,2.3850115906143604e-05,0
2.1772763290893264,2.3885399539690617e-05,0
2.424992273709047,2.3920807406422965e-05,0
2.6727360844563144,2.3956334054731074e-05,0
2.9205078633829258,2.3991973435587184e-05,0
-3.1148776906687003,2.4027720298031085e-05,0
-2.8670500389095106,2.4063568016756074e-05,0
-2.6191942898673095,2.4099511772638808e-05,0
-2.3713105044205358,2.4135543912628019e-05,0
-2.1233985654780785,2.4171660009235029e-05,0
-1.8754584221778392,2.4207855303022272e-05,0
-1.6274900496769462,2.4244127251010361e-05,0
-1.3794934972825901,2.4280471795413214e-05,0
-1.1314687448405469,2.4316879160478456e-05,0
-0.88341576676972544,2.4353343436299092e-05,0
-0.63533448864122044,2.4389858199407439e-05,0
-0.38722477782726461,2.4426417792931747e-05,0
-0.13908676697053177,2.4463019087972213e-05,0
0.10907945542410735,2.4499656476069831e-05,0
0.35727380350581567,2.4536322711982019e-05,0
0.60549642151769212,2.4573012708493115e-05,0
0.85374729917019954,2.4609720249218412e-05,0
1.1020265014679342,2.4646442041853805e-05,0
1.3503340082149993,2.4683173520470894e-05,0
1.5986697859666321,2.4719909062161463e-05,0
1.8470338129167969,2.4756643116767151e-05,0
2.0954260464459042,2.4793371330596271e-05,0
2.3438464840009354,2.4830087517911356e-05,0
2.592295016743003,2.4866787841509799e-05,0
2.8407718044246293,2.4903465088468001e-05,0
3.0892767449415901,2.4940115774721385e-05,0
-2.945375688418066,2.4976734390491588e-05,0
-2.6968148236754237,2.5013315657095388e-05,0
-2.4482260390992066,2.5049853582105043e-05,0
-2.199609335770456,2.5086343580117519e-05,0
-1.9509647341997858,2.5122782285208482e-05,0
-1.7022923099022049,2.515916657302457e-05,0
-1.453592146876844,2.519548659323689e-05,0
-1.2048642537283905,2.5231736188840252e-05,0
-0.95610876316146665,2.5267914497620778e-05,0
-0.70732567660085066,2.5304013864321007e-05,0
-0.45851505864615061,2.5340029337820281e-05,0
-0.20967689359625519,2.5375955347596469e-05,0
0.039188819695452154,2.5411787532055778e-05,0
0.288081874863095,2.5447520609285735e-05,0
0.53700222569968925,2.5483148632445229e-05,0
0.78594999377689934,2.5518669986694262e-05,0
1.0349250838539255,2.5554080662188703e-05,0
1.2839273710570289,2.5589372900718854e-05,0
1.5329568267976348,2.5624547173479416e-05,0
1.7820133880291151,2.5659593911550618e-05,0
2.0310969968180923,2.5694510861583032e-05,0
2.2802075888132789,2.5729294196005228e-05,0
2.5293449922023536,2.5763941717853716e-05,0
2.7785091704198437,2.5798447821173894e-05,0
3.0277001247864765,2.5832808040989428e-05,0
-3.0062676180695145,2.5867018708342989e-05,0
-2.7570235413901258,2.5901075439978176e-05,0
-2.5077530128775853,2.5934974460175325e-05,0
-2.2584561090233541,2.596871262988109e-05,0
-2.0091329443695423,2.6002286707523312e-05,0
-1.759783671173468,2.6035690665839977e-05,0
-1.5104083926466745,2.6068918442407781e-05,0
-1.2610071659846556,2.6101963628523059e-05,0
-1.0115799704879216,2.6134819277228416e-05,0
-0.76212686555695663,2.6167483393461027e-05,0
-0.51264804862263103,2.619995460809029e-05,0
-0.26314349594137476,2.6232227242392931e-05,0
-0.013613387913976533,2.6264297444358468e-05,0
0.23594230417118431,2.6296160829673029e-05,0
0.48552352632994161,2.6327813702186211e-05,0
0.73513026044186258,2.635925363390135e-05,0
0.98476243577386158,2.6390478297937433e-05,0
1.2344199544870385,2.6421485219757751e-05,0
1.4841026996475519,2.6452268834882361e-05,0
1.7338105883822152,2.6482827424749663e-05,0
1.9835435889329707,2.6513154252337254e-05,0
2.233301651809485,2.6543247355479635e-05,0
2.4830845389887704,2.6573107962822355e-05,0
2.7328922516323568,2.6602730670432579e-05,0
2.9827246583140323,2.6632112910984221e-05,0
-3.050603709226162,2.6661251324276079e-05,0
-2.8007222631335384,2.6690142816257772e-05,0
-2.5508164146704582,2.6718784488207506e-05,0
-2.3008862686363396,2.6747173562503481e-05,0
-2.0509319469904295,2.677530681693576e-05,0
-1.8009535660742391,2.6803181362558866e-05,0
-1.5509512526546028,2.6830793623864944e-05,0
-1.3009250990839434,2.6858137340228494e-05,0
-1.0508751572512498,2.6885207930310869e-05,0
-0.80080155632507632,2.6912003906820328e-05,0
-0.55070425664385103,2.6938519308002228e-05,0
-0.30058329802903005,2.6964751576592128e-05,0
-0.050438751530651346,2.6990698445612683e-05,0
0.1997293423522887,2.7016357657356175e-05,0
0.44992086651143237,2.7041726357187756e-05,0
0.70013577334856991,2.7066802027848541e-05,0
0.95037395186048967,2.7091579781102087e-05,0
1.2006354315422798,2.7116059700676029e-05,0
1.4509201595514971,2.7140240244505257e-05,0
1.7012280750847006,2.7164119784075412e-05,0
1.951559082429666,2.7187698709608741e-05,0
2.2019130412106032,2.7210976610428661e-05,0
2.4522899728199805,2.7233948281511452e-05,0
2.702689754480863,2.7256613756754581e-05,0
2.9531123148240921,2.7278971892631514e-05,0
-3.0796278698608077,2.7301021620957322e-05,0
-2.8291603956900384,2.7322759668853478e-05,0
-2.5786706486481776,2.7344182678728326e-05,0
-2.3281587388203921,2.7365286336880414e-05,0
-2.0776246182599944,2.738607266789781e-05,0
-1.8270684465747602,2.7406536719791391e-05,0
-1.5764903138413151,2.742667780390781e-05,0
-1.3258903026642164,2.7446490027419786e-05,0
-1.0752685185059323,2.7465972863447329e-05,0
-0.82462498294090703,2.7485121216149265e-05,0
-0.57395963149632256,2.7503930836094362e-05,0
-0.32327263238180559,2.7522401967382616e-05,0
-0.072563966480388264,2.7540531892599454e-05,0
0.17816618631246317,2.7558317886749323e-05,0
0.428917841791771,2.7575756768898228e-05,0
0.6796912251485987,2.759285121910285e-05,0
0.93048623291062926,2.7609600690085939e-05,0
1.1813027562917444,2.7626002192118441e-05,0
1.4321407667513093,2.7642054840591734e-05,0
1.6830002497537597,2.7657756477732828e-05,0
1.9338811691814017,2.7673109591658242e-05,0
2.1847834012866763,2.7688117005205756e-05,0
2.4357067637713565,2.7702779780667991e-05,0
2.6866513063046784,2.7717093961465394e-05,0
2.9376169610511802,2.7731059724233882e-05,0
-3.0945819079746983,2.7744676762733782e-05,0
-2.8435747388361428,2.7757942552231894e-05,0
-2.5925469325568238,2.777085433847322e-05,0
-2.3414985192671862,2.7783410310865665e-05,0
-2.0904294568427213,2.7795613727813962e-05,0
-1.8393399320033705,2.7807457573832153e-05,0
-1.5882299763000107,2.7818941374680167e-05,0
-1.3370996466952132,2.783006419932064e-05,0
-1.0859489509809157,2.7840822040078228e-05,0
-0.83477798315118268,2.7851216052208423e-05,0
-0.58358685830416324,2.7861245260603561e-05,0
-0.33237544432001254,2.7870905197025256e-05,0
-0.081143783938227937,2.7880195311800137e-05,0
0.17010818701393832,2.7889115181911914e-05,0
0.42138036483959751,2.789766375001681e-05,0
0.67267276113550689,2.7905840313860848e-05,0
0.92398539546339509,2.7913644807110242e-05,0
1.1753182629807075,2.7921076176884386e-05,0
1.426671400169722,2.7928136774707897e-05,0
1.6780447896654904,2.7934829241138173e-05,0
1.929438397889359,2.7941154067272543e-05,0
2.1808521742625904,2.7947112896207077e-05,0
2.4322861408674759,2.7952705269065096e-05,0
2.683740071960051,2.7957935671325518e-05,0
2.9352139350658799,2.7962803604796342e-05,0
-3.0964776143154138,2.7967309560381809e-05,0
-2.8449641510793136,2.7971453285804051e-05,0
-2.5934308742298087,2.7975237567352159e-05,0
-2.3418780466369409,2.7978659865035052e-05,0
-2.0903057840544621,2.7981717396509794e-05,0
-1.838714141399832,2.7984407120743989e-05,0
-1.5871031262172277,2.7986727759045538e-05,0
-1.3354727329061065,2.7988677208630228e-05,0
-1.0838229652498361,2.7990255549096595e-05,0
-0.83215381020644008,2.7991461651480834e-05,0
-0.58046521522456707,2.7992294291690151e-05,0
-0.32875708325782571,2.7992753063663181e-05,0
-0.077029549381875062,2.7992839369451578e-05,0
0.17471749229276831,2.7992552973266283e-05,0
0.42648399971867779,2.7991893389533555e-05,0
0.67827014313531275,2.7990863484517535e-05,0
0.93007591680561807,2.7989464581934286e-05,0
1.1819013406091448,2.7987699257769965e-05,0
1.4337464084234079,2.7985571083076811e-05,0
1.6856110922435021,2.7983079266971289e-05,0
1.9374954001582632,2.7980225122753301e-05,0
2.189399292602936,2.7977012316902943e-05,0
2.4413226913784718,2.7973443597681555e-05,0
2.693265641907626,2.7969518909799447e-05,0
2.9452280413423853,2.7965240752018738e-05,0
-3.0859753477401233,2.7960610669229956e-05,0
-2.8339741268341929,2.7955629537002364e-05,0
-2.5819535607717778,2.7950299102548069e-05,0
-2.3299137111242176,2.7944620461173947e-05,0
-2.0778546653243462,2.7938592918137872e-05,0
-1.8257764726024694,2.79322145406336e-05,0
-1.5736791373140238,2.7925490790559582e-05,0
-1.321562663814877,2.7918414298458038e-05,0
-1.0694269557113856,2.7910983259370126e-05,0
-0.81727198411729418,2.7903200515836876e-05,0
-0.56509764307314136,2.7895066329663519e-05,0
-0.31290388645162232,2.7886582970217371e-05,0
-0.060690810899795986,2.7877752674200921e-05,0
0.1915416519458974,2.7868576046501144e-05,0
0.44379359780348376,2.7859054725593122e-05,0
0.69606505748996716,2.7849190040160865e-05,0
0.94835612680475023,2.7838985329076591e-05,0
1.2006668369263975,2.7828442716190444e-05,0
1.4529972317361983,2.7817565742091715e-05,0
1.7053473221809603,2.7806359034546848e-05,0
1.9577171038661143,2.7794824921814189e-05,0
2.2101065972740161,2.7782965216473614e-05,0
2.4625157600697163,2.7770783873641951e-05,0
2.7149445607898905,2.775828336978144e-05,0
2.96739306713993,2.7745465398954878e-05,0
-3.063324105687784,2.7732332708201794e-05,0
-2.8108363361608686,2.7718887506142099e-05,0
-2.5583289360709736,2.7705132174063124e-05,0
-2.3058020371899137,2.7691065008258274e-05,0
-2.0532555615113788,2.7676688232849855e-05,0
-1.8006894868252072,2.7662001188521982e-05,0
-1.5481037456726494,2.7647008511265065e-05,0
-1.2954983582001638,2.7631715493413649e-05,0
-1.0428732892511667,2.761612034390306e-05,0
-0.79022858190127843,2.7600226425533345e-05,0
-0.537564103469096,2.7584032405706999e-05,0
-0.28487970551768094,2.7567539707530521e-05,0
-0.03217541445247659,2.7550751608637113e-05,0
0.22054879616820638,2.7533669998064582e-05,0
0.47329306797527726,2.7516297760135632e-05,0
0.72605750583414264,2.7498638842687291e-05,0
0.97884211719100778,2.7480694709962735e-05,0
1.2316469938081607,2.7462468532070579e-05,0
1.4844722297881676,2.7443964030967553e-05,0
1.7373178681753108,2.7425191031079179e-05,0
1.9901838811881913,2.7406153947611561e-05,0
2.2430702617208973,2.7386855513874934e-05,0
2.4959769284347684,2.7367300188529264e-05,0
2.7489041314414999,2.7347487279677587e-05,0
3.0018518353328059,2.7327422337781278e-05,0
-3.0283654246324128,2.730710907449034e-05,0
-2.7753770471590911,2.7286549334401297e-05,0
-2.5223682002916687,2.7265747317782873e-05,0
-2.2693389468407972,2.7244704027475493e-05,0
-2.0162892196023989,2.7223423297710065e-05,0
-1.763218991616448,2.7201908014420858e-05,0
-1.5101282344038189,2.7180161235439897e-05,0
-1.2570169341730377,2.7158186787479347e-05,0
-1.003885026969501,2.7135985301693164e-05,0
-0.75073252513888822,2.7113561273112988e-05,0
-0.49755925360556652,2.7090914955872625e-05,0
-0.24436499373396459,2.7068049533920594e-05,0
0.0088501866435656083,2.7044970685359861e-05,0
0.26208644781415014,2.7021683370327479e-05,0
0.51534373697632996,2.6998191376980006e-05,0
0.76862199958606925,2.6974495465621913e-05,0
1.0219213998919823,2.6950600471826024e-05,0
1.2752420746159678,2.6926514505999429e-05,0
1.528584051128846,2.6902242230190331e-05,0
1.7819473443752023,2.687778965864713e-05,0
2.0353319301255133,2.685316249154945e-05,0
2.2887378707624562,2.682836232269498e-05,0
2.5421652532290637,2.6803392747338501e-05,0
2.7956140323298451,2.6778259732327917e-05,0
3.0490843033239852,2.6752967352958415e-05,0
-2.9806090831534529,2.6727521491728791e-05,0
-2.7270958072265796,2.6701924919669097e-05,0
-2.473561078190281,2.6676181426470801e-05,0
-2.2200048474270111,2.6650294614164198e-05,0
-1.966427055363785,2.6624268530754881e-05,0
-1.712827641111887,2.6598108212093432e-05,0
-1.4592065814025492,2.6571821110128292e-05,0
-1.2055638127252566,2.6545406862417293e-05,0
-0.95189924959650041,2.6518870023085835e-05,0
-0.69821284507414172,2.6492216523172113e-05,0
-0.4445046181050008,2.646545246922712e-05,0
-0.19077443931192992,2.6438582031179824e-05,0
0.062977737264909725,2.6411611046301155e-05,0
0.31675181831491356,2.6384544199013286e-05,0
0.57054777328950335,2.6357384457917665e-05,0
0.82436580005101023,2.6330139357177877e-05,0
1.0782058526317273,2.6302811063408898e-05,0
1.3320680187435416,2.6275406204567817e-05,0
1.5859523202923311,2.6247936971828597e-05,0
1.8398587483707922,2.6220402112334698e-05,0
2.0937872567108555,2.6192810061883179e-05,0
2.3477378775237754,2.6165163660731446e-05,0
2.6017106756379542,2.6137466869363394e-05,0
2.8557057301173945,2.610972474651692e-05,0
3.1097230251468226,2.6081943347301905e-05,0
